Claim History,Previous Claims History,Premium Amount,Coverage Amount,Anomaly
0,3,1045,889471,1
4,3,2243,763158,1
1,2,2522,586935,1
0,3,3414,764005,1
1,1,1045,353161,1
0,2,4077,532004,1
0,3,4061,762927,1
5,2,1077,685783,1
4,3,3485,394399,1
4,2,2564,948774,1
3,3,3573,245473,1
5,3,4829,508010,1
5,3,1591,675955,1
5,1,1158,719399,1
4,1,3071,152869,1
3,1,4602,751652,1
0,3,4578,214451,1
4,2,2023,805966,1
4,1,1679,115025,1
5,3,4549,764259,1
1,2,4347,886118,1
3,1,3645,802645,1
4,0,4590,433320,1
3,3,4450,808251,1
4,3,1212,785473,1
1,1,2176,918465,1
4,3,4550,224365,1
4,2,1580,613095,1
0,2,2679,768060,1
0,3,1249,425457,1
4,2,4364,837829,1
3,3,2966,924081,1
3,2,2139,549620,1
1,0,2795,332566,1
0,3,644,237729,1
4,2,1383,369668,1
0,3,3545,139972,1
0,1,4771,64601,1
5,3,4515,316448,1
4,3,4307,951572,1
2,2,3944,235774,1
3,1,2723,766817,1
2,1,2048,405261,1
3,0,4355,950997,1
4,2,806,241421,1
3,1,2965,359277,1
2,1,2496,175399,1
4,1,1054,411662,1
3,0,3202,986190,-1
3,3,4539,204187,1
4,2,4374,324538,1
5,0,3781,579261,1
5,1,3270,325848,1
0,3,4539,320796,1
3,2,1806,148678,1
5,2,2529,367012,1
1,1,4487,156156,1
4,1,3015,583168,1
3,2,4636,460007,1
2,3,2678,107659,1
1,1,3307,533329,1
3,3,4416,792311,1
2,0,2286,728569,1
1,3,3537,629036,1
2,0,1104,478852,1
1,0,4381,406790,1
0,1,4412,632307,1
0,0,4853,824968,-1
4,0,678,188256,-1
5,1,3121,766260,1
4,2,1208,473780,1
3,0,2024,765926,1
4,1,2606,734512,1
1,3,4434,468710,1
3,1,3089,176900,1
0,1,4842,115852,1
3,3,4617,754036,1
0,2,3932,842159,1
4,3,3978,106056,1
1,1,699,84601,1
4,1,4503,947500,1
0,1,3537,314509,1
3,1,3774,217020,1
4,1,4470,451181,1
5,3,3396,130040,1
4,0,3367,617574,1
3,1,1571,498201,1
0,1,545,347329,1
0,0,4527,303381,1
3,1,3046,207552,1
1,2,1234,523512,1
1,2,4288,106114,1
2,1,1158,737771,1
3,3,1834,443767,1
2,3,3318,360151,1
4,0,4648,449081,1
4,0,4587,124769,1
1,1,1100,182968,1
4,0,4816,641479,1
0,0,1219,346528,1
0,1,2735,599706,1
3,0,4360,159016,1
4,1,4151,486490,1
0,2,2886,300178,1
4,1,1872,586585,1
2,3,4545,228417,1
2,3,1064,741191,1
0,1,2174,513455,1
1,0,3879,162713,1
4,3,2652,531373,1
0,2,4396,915656,1
5,3,2055,210696,1
5,1,3984,778215,1
4,3,1666,864507,1
4,0,3373,217231,1
2,3,3098,804009,1
5,0,3123,576964,1
0,3,2587,488414,1
0,2,2207,538987,1
2,0,1166,790694,1
3,3,3431,269152,1
0,1,2871,364145,1
0,1,1537,897280,1
4,1,4595,313782,1
2,0,3710,973077,-1
1,2,3352,67474,1
4,3,1792,247161,1
3,2,1241,387231,1
4,3,3432,555519,1
2,0,1878,745214,1
0,2,2979,174973,1
3,0,1566,904863,1
4,2,4731,890865,1
2,0,4603,493350,1
3,3,4549,582915,1
0,2,1293,585111,1
4,3,4500,609437,1
1,1,4389,480444,1
0,0,672,985977,-1
3,2,4826,693662,1
4,0,4422,877155,1
3,0,3412,118916,1
0,2,4542,486416,1
1,0,3562,232776,1
1,1,3451,299395,1
4,1,1669,771257,1
4,0,1824,782694,1
1,0,4267,770825,1
4,3,4443,79058,1
1,2,4397,163439,1
0,1,1402,880241,1
1,1,2522,320989,1
0,2,1124,113810,1
0,3,4716,258151,1
0,1,3849,777705,1
1,1,3483,783855,1
4,1,3239,696626,1
1,1,4446,137144,1
0,1,4440,895603,1
4,2,4832,170879,1
3,0,4356,621277,1
5,3,3075,420409,1
0,1,4323,874887,1
4,3,3593,764841,1
3,0,3489,791297,1
5,1,4765,317493,1
4,3,4478,118669,1
0,1,1805,132781,1
2,0,1565,405409,1
0,3,1990,618600,1
0,3,1495,573944,1
1,1,4470,529053,1
3,0,4123,179791,1
0,3,1524,653347,1
4,3,736,138687,1
4,1,4544,197271,1
4,0,1832,451940,1
2,3,4923,401862,1
4,3,1806,799918,1
5,3,1808,576175,1
1,3,3717,794502,1
2,3,2749,320150,1
0,2,1023,254852,1
1,3,4318,582390,1
4,1,3410,507224,1
1,0,4933,479054,1
5,1,1072,474394,1
0,2,4370,618912,1
0,2,4169,116495,1
4,2,4395,860479,1
4,2,3044,578612,1
3,0,1612,372531,1
0,2,4541,893594,1
2,3,4428,408234,1
1,1,4513,497742,1
1,1,3796,182152,1
3,1,4484,739979,1
2,1,2272,652327,1
3,1,4473,675988,1
3,1,1967,403566,1
1,1,3575,477983,1
4,2,4489,597741,1
3,0,3151,498868,1
4,2,3418,600678,1
0,1,962,858821,1
2,1,4581,794413,1
4,3,1711,917268,1
4,3,4468,611378,1
0,3,959,274701,1
1,0,3124,136185,1
2,1,954,854382,1
1,1,1629,717215,1
1,3,613,975342,-1
3,2,4626,746058,1
4,1,1630,472248,1
0,3,3813,212740,1
1,0,4282,811983,1
1,3,2198,445217,1
0,1,2073,575353,1
1,0,1576,401572,1
1,0,4531,149181,1
5,0,1514,252979,-1
0,0,1193,850508,-1
5,3,4835,227055,1
1,0,3053,748140,1
2,1,3167,602777,1
1,2,2189,327656,1
3,3,3230,172256,1
1,3,1861,205673,1
2,3,2368,398741,1
0,0,3470,563323,1
2,1,4169,168006,1
4,1,3662,405557,1
4,3,4545,192332,1
3,2,1775,181693,1
0,3,1776,372639,1
5,0,4366,88131,-1
4,0,4417,850693,1
0,1,4488,667147,1
0,1,4427,778119,1
1,1,4339,328663,1
5,3,4062,291403,1
2,2,4052,860385,1
2,2,3588,662207,1
4,1,2745,617369,1
1,1,4619,313020,1
3,1,4648,621665,1
1,3,2957,901437,1
0,3,4399,575958,1
4,2,1254,841695,1
4,3,1866,660541,1
4,3,958,184301,1
3,1,4409,705483,1
0,1,733,583914,1
0,2,4535,231013,1
0,3,3319,870079,1
0,1,771,508491,1
0,1,1648,707607,1
4,3,3938,124329,1
0,0,4480,512101,1
4,3,4958,83316,1
0,1,3623,112482,1
5,1,4049,849324,1
0,1,717,852386,1
3,0,1336,477748,1
3,3,3664,376744,1
3,2,4808,179977,1
1,3,2614,129346,1
2,0,2493,168090,1
3,1,4441,110388,1
5,2,1751,141178,1
1,3,4462,786788,1
4,3,1183,214817,1
0,2,1760,315440,1
5,0,2080,304567,1
1,1,2887,628131,1
5,3,2603,902038,1
3,3,3048,511901,1
4,2,3044,61474,1
0,1,3793,397537,1
0,3,4412,615482,1
3,1,1313,946425,1
3,1,1790,981307,1
3,3,4536,186624,1
4,2,3991,472561,1
0,2,4516,593292,1
3,3,2060,715112,1
3,3,3637,952829,1
5,2,3796,162266,1
5,0,2849,892510,1
0,1,2440,340238,1
3,3,2154,748302,1
5,3,1890,481745,1
3,1,1238,363206,1
0,1,3253,179508,1
2,0,4492,497926,1
1,3,4298,800315,1
3,2,3495,593361,1
1,1,4322,771822,1
0,3,4344,936477,1
1,2,4524,636429,1
0,2,2612,73488,1
3,3,4585,169042,1
3,3,4489,656221,1
0,1,4026,230481,1
4,1,1126,396475,1
3,2,1672,663927,1
5,1,1883,167566,1
3,1,3600,346897,1
5,3,1411,79659,-1
3,3,2970,158180,1
4,3,1075,368795,1
0,2,1755,763339,1
4,3,4089,359510,1
0,0,1664,620825,1
0,3,2228,261365,1
2,3,3621,305222,1
1,1,3060,213459,1
0,1,4292,375413,1
5,2,4840,298346,1
3,2,1948,149686,1
5,2,1346,777486,1
5,3,3524,279289,1
5,1,2883,204219,1
2,3,1023,689258,1
4,1,878,822217,1
4,3,4361,715368,1
0,3,3951,473624,1
3,3,4095,704728,1
4,1,2147,200784,1
2,1,4537,877349,1
1,3,691,194078,1
0,1,3527,589491,1
2,0,4756,743807,-1
5,1,1927,229362,1
4,1,4585,541264,1
2,3,1671,199695,1
0,1,749,196532,1
1,3,1142,167238,1
3,0,1079,197077,1
0,3,3645,504432,1
3,2,4420,725728,1
3,3,2497,496138,1
3,1,4765,111648,1
5,1,3851,334333,1
0,3,3027,322434,1
1,1,1172,226716,1
0,0,4436,361601,1
0,3,3446,93725,1
4,3,3440,918655,1
0,3,3225,193074,1
4,0,3975,753962,1
2,1,1185,207756,1
5,3,3023,747597,1
4,3,3686,608948,1
3,2,1303,169299,1
0,3,4457,862261,1
0,3,664,610114,1
1,1,4430,142746,1
4,3,4369,606861,1
1,2,3720,72791,1
3,1,2784,463491,1
1,3,4803,145929,1
1,2,1121,388035,1
1,0,1566,763293,1
4,3,3211,241428,1
3,3,4512,637480,1
3,1,4326,480120,1
5,0,3955,168236,1
2,0,4542,254799,1
4,0,1104,591885,1
3,3,3667,216428,1
3,2,1720,755507,1
4,3,3956,794031,1
4,1,866,260832,1
2,3,2240,145017,1
4,3,1131,673877,1
2,2,4827,886685,1
1,2,3602,927240,1
0,1,4548,229632,1
4,2,4781,343189,1
3,3,2199,960284,1
4,2,1669,836754,1
4,3,3404,983939,1
3,1,1733,951112,1
3,3,3494,939057,1
3,0,3576,442186,1
4,3,2979,643072,1
1,0,4056,205920,1
0,3,2440,609771,1
1,2,4390,336949,1
2,3,2132,426303,1
4,1,3482,796230,1
4,3,4361,319995,1
0,0,2125,69941,-1
5,3,4136,273368,1
1,2,4456,702880,1
4,1,1214,961889,1
4,2,1691,976164,1
3,1,4483,137875,1
0,1,1743,382943,1
4,3,1401,228686,1
4,1,3017,287186,1
1,0,3526,149362,1
5,1,4514,69860,1
3,2,3128,894041,1
1,2,1631,137436,1
1,1,1653,162709,1
4,3,2128,314917,1
3,3,1147,712961,1
4,3,1327,481517,1
3,1,4371,104403,1
4,1,2167,538945,1
3,1,1950,449667,1
3,2,1129,303131,1
0,1,3033,890040,1
2,0,4689,881961,1
4,1,4478,526555,1
1,1,4450,613486,1
4,3,2449,225581,1
4,3,3495,515786,1
1,3,4079,194951,1
3,3,1820,775560,1
2,3,2858,131497,1
4,1,3128,393828,1
0,3,1839,896784,1
0,2,1905,979971,1
3,3,3582,617883,1
0,3,4478,957600,1
0,1,1130,292035,1
4,1,739,421595,1
4,1,4503,427240,1
0,0,2466,79989,-1
1,1,4497,601683,1
4,2,4538,812116,1
4,0,4462,950170,1
3,1,4470,783996,1
3,2,2792,465042,1
1,2,591,686889,-1
2,1,3535,87332,1
0,1,1333,770837,1
4,0,4240,764443,1
0,2,1116,403493,1
4,1,4821,447886,1
1,1,828,339093,1
3,3,1221,767068,1
3,2,4503,208804,1
0,1,3193,700494,1
3,2,1138,979301,1
3,3,3319,360453,1
0,2,1918,280577,1
4,0,5000,720602,-1
3,1,4546,942019,1
1,3,1870,257233,1
0,3,3505,951852,1
4,2,4422,448818,1
4,2,3694,470594,1
2,1,4482,736126,1
4,2,1119,190185,1
2,1,4637,171715,1
5,0,1955,919806,-1
4,0,1059,131495,1
4,3,2340,447540,1
4,1,4305,897995,1
1,0,4567,126722,1
0,3,2731,964484,1
4,0,4495,440247,1
1,0,4249,537090,1
3,1,2653,494723,1
5,1,4512,196543,1
4,3,3385,793368,1
4,3,4416,900981,1
5,3,876,215899,1
0,1,4475,395567,1
1,2,1767,635366,1
4,1,3056,333912,1
3,1,1070,910845,1
2,1,4563,417001,1
4,2,1326,231490,1
1,3,3831,378384,1
1,3,1235,211894,1
0,0,3913,766648,1
1,2,4885,111381,1
3,1,3893,557852,1
2,0,2253,764838,1
5,3,1147,305885,1
5,3,1655,178791,1
0,0,1307,217609,1
2,0,4542,879154,1
4,0,3595,810502,1
4,0,4055,835918,1
0,2,4371,371187,1
1,2,2500,674207,1
0,3,4816,414028,1
5,1,3169,339497,1
3,0,4323,764167,1
1,1,2868,164639,1
2,0,1761,370347,1
4,2,640,759230,1
1,3,4839,647096,1
3,0,980,862728,1
1,3,4544,164149,1
5,0,4742,651272,-1
0,0,4284,457101,1
2,2,1304,171190,1
0,3,4592,101301,1
2,3,4345,643263,1
2,1,656,774917,1
0,3,1678,237937,1
5,3,1554,145656,1
4,3,595,682992,1
2,1,4467,88350,1
0,3,3691,371555,1
5,1,1124,404678,1
2,0,1070,77569,-1
0,1,3173,725701,1
4,2,4469,134177,1
4,3,3055,227231,1
3,3,4560,893434,1
4,1,2683,455191,1
2,3,1585,394409,1
4,1,4533,414329,1
1,3,1138,106669,1
0,3,1556,315898,1
5,1,4545,899335,1
4,1,4528,372923,1
3,1,4534,220116,1
3,1,2398,781925,1
2,1,3474,348246,1
0,1,4485,889452,1
5,1,4729,779538,1
3,1,1586,976037,1
4,3,3655,305778,1
4,1,2650,82172,1
4,3,1673,563760,1
5,3,2067,330433,1
3,1,3313,935827,1
3,1,2214,577857,1
0,2,3103,58917,1
3,1,4128,209210,1
5,2,2656,574888,1
4,1,1550,271825,1
0,1,3717,191008,1
1,1,4375,861640,1
4,1,2650,263705,1
4,1,3124,316864,1
0,3,4857,357740,1
4,2,4010,908766,1
3,2,4965,458175,1
5,3,1729,330875,1
2,2,2940,500661,1
3,1,2193,169791,1
1,3,4825,381555,1
0,3,1190,462502,1
5,0,3554,171739,1
5,3,3515,313911,1
1,1,4544,974895,1
1,1,4339,81502,1
3,1,4756,270918,1
5,2,2309,306289,1
0,1,1048,170457,1
2,3,2947,148723,1
3,0,3219,773694,1
0,3,766,940305,-1
1,3,2675,152575,1
3,0,4525,333436,1
0,1,4571,517229,1
1,0,3398,638251,1
0,3,4418,894565,1
3,3,2437,330315,1
4,1,631,76888,-1
4,2,1751,742464,1
4,0,699,533325,1
4,2,4616,128810,1
2,3,3916,156939,1
4,2,2727,403130,1
0,1,2867,144997,1
3,1,1230,496303,1
0,1,4401,501034,1
0,2,4680,560307,1
4,2,4838,948753,1
1,0,2727,958489,-1
4,2,1580,436922,1
4,3,1299,302608,1
1,1,2243,497501,1
2,1,1433,488544,1
4,2,2513,802589,1
0,3,1688,685141,1
1,3,3995,736313,1
3,3,4608,559029,1
3,1,4675,594983,1
3,3,4471,172955,1
0,0,737,350051,-1
3,1,1519,182476,1
5,0,2303,171727,1
4,1,3399,97914,1
0,1,707,917226,-1
0,1,1208,295579,1
3,1,2314,370433,1
2,0,3498,364455,1
0,3,682,570347,1
0,2,3434,651560,1
5,2,1244,258452,1
1,0,4522,157417,1
4,3,3124,312713,1
3,0,1714,292980,1
1,3,4041,341810,1
5,0,3517,272364,1
3,3,1834,773216,1
3,0,3435,215039,1
2,3,4490,902424,1
1,2,729,772423,1
3,1,4781,480255,1
3,1,4894,759094,1
0,2,2718,952438,1
0,3,1851,963461,1
0,3,2887,416678,1
5,3,2312,107276,1
3,2,2275,241769,1
4,1,4426,133553,1
2,0,3666,662044,1
0,1,4051,626425,1
1,3,3385,858382,1
4,3,2796,281087,1
3,3,4543,183262,1
4,2,977,773704,1
0,1,3415,317158,1
4,1,2821,673677,1
0,3,3969,209153,1
4,0,4366,754375,1
3,2,4501,404261,1
4,0,3188,583837,1
0,2,4961,482915,1
4,2,1585,879770,1
0,2,1788,794491,1
0,0,4512,871931,-1
3,1,4118,239226,1
0,1,3638,203842,1
1,1,1201,625717,1
0,3,2733,626346,1
3,3,3075,235405,1
5,3,658,162041,-1
5,1,3308,271975,1
3,1,4362,971226,1
4,0,4476,596844,1
4,1,1632,588441,1
5,3,3227,272239,1
3,1,4440,286232,1
4,3,1691,490681,1
0,0,1617,819413,1
0,3,1889,444249,1
4,0,3375,82007,1
5,1,3291,175001,1
5,3,1833,197297,1
4,3,1665,875508,1
4,1,4191,739534,1
2,1,682,782706,1
4,2,4622,961478,1
3,2,3188,293419,1
0,3,4778,765237,1
5,1,1271,582794,1
2,1,3490,412517,1
5,1,3540,622562,1
4,2,4468,855673,1
4,2,1144,200550,1
4,2,4522,214829,1
0,0,3179,568365,1
0,0,3115,338585,1
0,3,1088,795721,1
2,1,2157,775094,1
4,3,608,479520,1
3,2,3872,355980,1
3,1,3546,957544,1
4,1,1763,605716,1
4,3,4455,500330,1
4,3,4433,951903,1
3,1,3487,552065,1
4,1,4193,576980,1
5,1,2733,139159,1
1,0,1087,50244,-1
4,0,4350,828496,1
0,3,4265,598705,1
0,1,2069,423937,1
1,1,4459,136125,1
5,2,1772,280335,1
5,0,3689,360442,1
3,3,3672,920503,1
5,3,4454,920948,1
0,1,2986,151727,1
3,2,1056,233778,1
1,3,1617,633513,1
0,3,2851,508227,1
4,0,4527,622166,1
4,0,4805,350954,1
5,3,4357,185099,1
1,1,2936,458433,1
0,1,3141,160694,1
0,1,759,754832,1
4,0,2206,877908,1
4,2,1741,573846,1
1,0,3962,980468,-1
3,3,2152,948307,1
3,3,2695,305944,1
4,1,3608,172262,1
5,0,3569,171118,1
0,1,4628,732697,1
0,0,2299,576470,1
1,0,4111,89312,1
4,2,984,68131,1
3,1,4278,606639,1
5,2,3453,359469,1
3,1,2231,388187,1
1,0,780,487975,-1
4,1,4234,897070,1
0,0,2566,961448,-1
0,1,4568,64197,1
3,1,4392,287442,1
0,3,1327,73073,-1
3,3,2722,169569,1
5,1,2302,91619,1
1,3,3710,557571,1
0,0,3533,543730,1
3,1,3630,797532,1
5,0,4912,301868,-1
4,3,4682,799680,1
4,3,4482,396194,1
3,2,1101,389458,1
4,0,1246,889540,1
5,1,1351,791921,1
2,3,3344,225623,1
0,2,1245,744909,1
1,3,2679,133386,1
3,3,1237,327079,1
0,3,2125,971310,1
1,1,4584,873253,1
3,1,3505,434028,1
5,1,4410,214106,1
4,3,3177,250211,1
2,1,2397,454341,1
1,0,4635,701175,1
2,3,4544,219831,1
3,2,2278,121026,1
4,2,4338,525360,1
1,3,4557,767509,1
3,3,3117,754827,1
3,1,3137,174770,1
1,3,4467,332232,1
3,3,3377,414619,1
4,1,1206,939805,1
0,3,3590,279682,1
0,1,2686,104364,1
4,3,1484,331951,1
4,1,2667,644174,1
0,1,4369,910679,1
3,3,3465,514021,1
3,0,990,444889,1
0,3,4555,459518,1
3,1,2902,802331,1
0,2,3962,726647,1
1,1,684,949964,-1
5,2,4481,351438,1
4,3,4812,365354,1
5,1,2564,263395,1
4,1,4409,309968,1
2,2,2661,878163,1
5,3,4017,137809,1
0,1,4923,537952,1
1,3,3317,782863,1
1,2,3853,763227,1
4,2,4637,245970,1
3,3,4663,850638,1
0,1,2257,777013,1
2,0,4798,123744,-1
0,3,4439,630212,1
3,1,2215,534016,1
0,2,1681,413398,1
0,3,3251,483212,1
5,3,3326,892278,1
4,3,3516,531074,1
3,2,2534,539785,1
0,1,4208,517576,1
1,0,4875,139381,-1
5,2,4282,426917,1
4,3,2844,297012,1
1,1,2184,827647,1
3,2,4643,217554,1
5,1,3584,866546,1
0,1,1374,520365,1
1,1,936,94582,1
0,3,767,60926,-1
5,2,4930,234075,1
2,3,4489,812581,1
3,1,2942,205683,1
4,1,4004,223151,1
0,2,4895,158001,1
4,3,2059,411520,1
4,3,3060,96248,1
5,1,1522,598028,1
0,2,1214,644370,1
1,2,2637,694010,1
5,1,1984,754547,1
5,0,3568,974450,-1
3,3,1237,969216,1
0,1,2973,940053,1
4,3,4623,962526,1
2,1,1087,124499,1
0,3,732,361746,1
3,0,3982,281839,1
1,2,4830,555739,1
1,1,4081,803223,1
2,1,1219,143726,1
5,1,3316,50001,1
1,2,4834,182112,1
3,3,2502,421205,1
3,1,4109,856189,1
0,1,4283,439081,1
3,3,1199,350065,1
0,3,1752,898004,1
5,3,2222,321348,1
0,3,4760,203504,1
2,0,4639,233032,1
3,1,1744,137441,1
0,1,3477,200610,1
4,3,4569,284910,1
4,2,1674,773478,1
4,2,1740,229102,1
4,2,2008,794522,1
3,2,4210,580495,1
4,3,3185,753677,1
4,1,1634,320393,1
5,1,2693,84594,1
4,0,712,365965,1
4,1,2943,534591,1
1,1,710,781279,1
4,1,642,219275,1
4,1,2697,744470,1
3,3,3541,472812,1
0,2,1930,344609,1
0,0,2859,700099,1
3,0,1501,725303,1
0,2,2761,405754,1
0,1,4111,421136,1
4,3,4930,774480,1
0,2,4481,397729,1
1,1,4230,388535,1
5,2,1411,279943,1
2,1,4660,178149,1
5,2,2558,639737,1
3,0,4417,280422,1
0,1,4251,345851,1
4,1,1741,765320,1
1,0,4890,627305,1
1,2,1598,168437,1
3,3,3386,295048,1
0,1,4434,210637,1
0,1,2257,737610,1
3,3,1799,86947,1
3,3,2918,174831,1
3,2,1859,185627,1
3,0,4071,616078,1
4,3,4669,367631,1
4,2,3025,580505,1
3,2,758,619225,1
0,1,3082,933499,1
3,0,4565,161620,1
0,1,4401,257417,1
3,2,4328,504754,1
4,3,1916,180125,1
2,3,3881,370866,1
5,3,3130,722942,1
1,2,1028,295308,1
1,3,2214,159032,1
2,2,3212,300286,1
0,0,1817,572961,1
2,1,3006,352851,1
0,1,3012,135747,1
3,1,1264,383297,1
5,0,4796,817635,-1
0,3,1667,224894,1
4,3,4460,457052,1
0,1,3785,393595,1
0,3,4451,436704,1
3,3,4281,906082,1
4,3,4229,660609,1
3,1,710,304738,1
3,3,3588,278253,1
5,2,4406,764164,1
3,2,4801,297217,1
0,2,746,652984,1
0,0,4438,94020,-1
4,2,1560,300559,1
5,3,4792,926490,-1
3,0,2729,157715,1
2,0,3863,494391,1
1,2,4161,857608,1
5,1,4473,655480,1
4,3,4212,722176,1
4,2,1249,725998,1
4,0,3280,349675,1
4,1,3448,639650,1
3,0,4822,556735,1
5,0,578,677365,-1
5,1,1142,862484,1
3,0,4939,549171,1
4,3,1794,671633,1
5,1,3589,284854,1
4,0,2492,190600,1
0,1,1052,187156,1
5,1,2183,227105,1
0,2,1962,946692,1
4,3,3659,161635,1
1,2,2002,866597,1
0,1,4374,516261,1
1,0,4081,472878,1
1,0,4363,342607,1
5,0,3038,780974,1
4,3,1221,287486,1
0,2,1959,242296,1
1,3,4874,371639,1
5,1,728,172008,-1
5,3,1830,700356,1
0,1,1129,75029,1
5,3,1674,563215,1
3,3,3261,950703,1
4,2,2228,416976,1
1,3,4801,144579,1
1,3,4492,88752,1
0,3,707,209353,1
5,2,1860,95636,1
3,3,3024,574052,1
3,1,4525,781850,1
3,0,792,117641,-1
3,0,3073,911408,1
0,3,2655,68851,1
3,1,2050,216994,1
3,2,3397,424387,1
5,2,3400,159197,1
2,1,4835,955133,1
0,3,4644,374202,1
2,2,1010,473812,1
0,0,1219,356652,1
5,3,4391,353957,1
1,1,4398,379724,1
3,1,2942,97758,1
3,0,4950,786761,1
4,1,880,99029,1
5,1,2678,293239,1
3,2,1243,848494,1
5,1,4949,857401,1
1,0,4380,660698,1
2,3,3564,548352,1
0,1,3594,768708,1
5,1,1829,241447,1
5,0,1787,351731,1
4,3,3718,180404,1
2,2,3414,83048,1
4,2,2649,691499,1
5,1,4491,569111,1
0,3,4700,245778,1
4,0,2729,814922,1
4,3,1711,880098,1
2,0,4887,547649,1
0,0,2513,647774,1
4,2,1684,191436,1
2,1,1856,794108,1
4,1,3970,619625,1
2,3,4342,287611,1
1,1,4526,946465,1
3,2,2426,513186,1
0,1,2305,494770,1
4,1,4464,951459,1
0,3,4200,73175,1
1,3,2772,348126,1
5,3,4351,308820,1
0,0,4561,965367,-1
0,3,1284,186535,1
0,1,3060,963185,1
1,3,2268,81221,1
3,3,1954,161376,1
2,2,4835,145377,1
1,3,3114,401516,1
3,1,4047,346331,1
2,3,3368,756083,1
0,3,3083,406872,1
1,1,2918,157055,1
1,2,2623,619594,1
5,2,3323,223996,1
1,3,4559,462869,1
4,1,2699,652755,1
1,1,3793,759919,1
4,1,738,713204,1
2,1,3501,96345,1
4,1,3212,153981,1
3,3,4559,287111,1
5,3,737,280423,-1
1,1,3922,117449,1
1,3,1599,968130,1
5,3,2787,757550,1
2,3,3648,101612,1
3,1,3106,151909,1
5,0,728,745379,-1
0,1,1191,886709,1
0,1,3373,579378,1
3,0,4482,599129,1
4,2,1090,983880,1
1,0,4484,87051,1
1,3,636,477504,1
4,1,4397,923819,1
3,2,3197,416972,1
4,2,2684,888354,1
0,1,3288,194746,1
4,0,4301,615125,1
2,2,1288,964112,1
0,1,4405,526381,1
5,0,1604,62662,-1
1,1,3635,186376,1
0,0,4499,585756,1
1,3,849,526349,1
5,0,4634,969536,-1
5,0,4436,911007,-1
0,2,1607,567155,1
1,3,2702,292899,1
5,1,4471,783959,1
2,1,1586,181714,1
0,1,2803,550493,1
1,3,3833,129743,1
4,3,2250,960825,1
0,0,4371,493457,1
1,3,1683,109932,1
3,3,1314,765028,1
2,3,3135,920138,1
5,2,3974,647476,1
4,3,2074,579347,1
3,3,4209,403345,1
1,3,2602,431153,1
0,1,3173,323488,1
2,0,3332,889638,1
4,0,3901,618947,1
0,1,3753,143429,1
1,1,1507,97805,1
0,3,2971,334442,1
3,3,4057,624525,1
4,2,1779,576525,1
0,3,1092,315191,1
0,0,4573,318146,1
0,2,950,339504,1
3,0,1720,518301,1
3,2,3457,397387,1
4,1,3078,958043,1
3,2,2771,413780,1
3,1,2304,623244,1
0,1,3652,951089,1
3,1,2305,365504,1
3,0,4933,491852,1
0,0,1149,453435,1
4,1,4538,990972,1
3,2,3952,482297,1
5,1,3684,266270,1
0,3,4836,769591,1
0,2,2894,699065,1
3,1,3426,636795,1
4,3,4296,299893,1
3,1,4416,988276,1
3,2,4563,902101,1
4,1,1199,605400,1
5,2,3030,151678,1
0,3,2790,406877,1
4,3,976,791412,1
4,1,3578,423215,1
0,1,4623,390949,1
3,1,3515,946925,1
0,3,4430,565913,1
4,1,3957,576291,1
2,0,1081,765338,1
5,2,2190,959104,1
5,3,3675,72670,1
5,1,4463,286531,1
4,1,2143,86106,1
2,1,2888,820800,1
5,0,4753,376583,-1
0,0,1650,501190,1
2,3,4941,194947,1
3,1,1070,954672,1
0,1,1739,370318,1
5,1,3335,202574,1
4,2,1632,508804,1
3,3,4739,661381,1
5,3,2758,528237,1
5,1,4417,614559,1
1,1,3946,869119,1
5,3,3367,295161,1
5,3,2710,837529,1
1,0,4302,449974,1
3,1,3273,170502,1
3,0,3570,164085,1
1,1,709,786349,1
4,1,3267,410963,1
5,3,4080,644467,1
1,3,1838,960825,1
1,0,4710,221836,1
2,3,2069,394727,1
1,3,4532,126027,1
4,1,1178,408264,1
0,3,4207,782129,1
2,0,3228,197793,1
3,1,4647,608650,1
1,2,2185,731113,1
1,1,4025,296596,1
4,0,1659,761410,1
0,0,2099,544865,1
0,2,4563,779322,1
3,1,3977,340096,1
1,3,4541,696023,1
1,2,855,577643,1
0,2,3491,828235,1
0,2,4592,294104,1
2,2,4389,417927,1
1,1,4580,599059,1
4,1,1760,375355,1
0,2,1613,89668,1
4,3,4673,193109,1
2,2,1778,798569,1
5,3,1114,365944,1
0,3,961,194667,1
0,1,4640,824649,1
1,0,4843,102758,-1
4,0,1465,192791,1
3,2,3133,574429,1
3,0,3479,727998,1
4,2,2568,409668,1
3,0,1651,950936,-1
0,2,2605,593152,1
0,2,1103,769542,1
2,3,4904,495620,1
1,0,3901,207312,1
2,3,748,614047,1
4,0,4920,194175,1
3,1,4535,960371,1
4,2,2510,622596,1
3,3,713,290260,1
2,1,2069,836088,1
0,3,1644,827585,1
2,2,1233,563086,1
4,0,653,453238,-1
4,1,1573,751906,1
4,3,4317,264593,1
3,0,1373,785674,1
5,2,1644,674439,1
0,2,3601,258332,1
4,1,1999,537522,1
2,1,2721,662191,1
3,1,1307,223321,1
2,0,2180,80690,1
4,3,4423,630357,1
3,3,1482,613382,1
0,3,4530,825534,1
0,3,2543,828093,1
1,2,3478,610233,1
4,1,2871,547472,1
3,1,4356,154802,1
0,2,1198,251746,1
2,1,2569,296456,1
4,2,1086,860975,1
0,1,4395,107040,1
1,1,3542,606427,1
